inputName,size,available[size],allocated[size][size],max[size][size]
values_86,6,"{8607503468619504156, 2010492739604797331, 4731392091575733420, 2624463186420809134, 5832003214070957394, 8426575728241776224","[[8187679094725077041, 5870794881553743630, 4079260088484291180, 485818353931604953, 989433655022983477, 1440271492614989596],[8198213037151507109, 3410604369333651041, 150094407891338734, 3699218954538577591, 2406888003099999967, 7560839099433479951],[5243983548347698042, 3491451978441347720, 421317633629995057, 7456239599195749876, 3237363918599274504, 9048709897280135812],[5373606479905254610, 4641932276451637424, 5008921282776900570, 5914297557157164530, 114125641685637697, 1622979981406636316],[4912152620962035500, 8387313450380744220, 597812792276976275, 603409236744446481, 3974886332656400200, 3867566777675822688],[8903092666493818068, 1855024235337638006, 4602168359701405039, 5106832592742194734, 3145161111961418752, 8885809765991549976]]","[[6658086755321862398, 2524591686098208418, 8702039061163700569, 418766001481208437, 2635449176782632340, 3957350087438943685],[709260872750224218, 1135083492643386985, 3124055063417750009, 9120950675045997879, 342256354605723292, 8566012425596851921],[7806345530061248710, 4091038104751716569, 1260741661475163077, 8592961932633307288, 8671609731984894531, 2781208235097151963],[2180843640043181160, 8080479207547480667, 4603238661587855749, 5140068866884484573, 2294727832529767675, 4453659212489012586],[4388312172561491670, 8263756077007360250, 7448001857157643444, 6536518900070397278, 1122835401292201510, 2724140530783291248],[7160978323371266951, 4782539230752665630, 3183037132723714912, 7562617588998003202, 5040050138342767805, 6757630656428415862]]"
values_37,6,"{8192311770899808295, 4797062625458441200, 9096481174733795995, 1709438075698050437, 6427150830123588667, 1499743559808087969","[[1335249905133209140, 8468347890190448407, 3805865856352101859, 295563121186664994, 8363443207176213454, 77407848558310917],[407021164315509749, 527871079376227352, 613499579294754706, 943266729603426324, 6450797954029203687, 3081254944900680747],[7943084185437568288, 6145462295961724257, 8190292314233122071, 1283336017292715570, 1042057895006220426, 740111265962614261],[4959590332052177926, 59389956310503035, 6074108066239010653, 4863748663162073651, 6065223658460957261, 7857950109024067697],[6639008901329565568, 7697602748833465449, 5749706106006440064, 5673446234001648166, 2443559064859152395, 7474417183164748392],[2701843786109716085, 23800852755037739, 5425923515547893999, 7299881631586605103, 5754049531451464670, 969681384587074067]]","[[6954219055187211353, 8635209180377076148, 4193208278079318121, 1827222475067121696, 3290779279599840931, 4911420260060808572],[293267429453470656, 5437746816498456815, 7547874834962031205, 3824446291121648308, 2598003737039054067, 1446477887345135545],[3337787056955001318, 4245521061328673242, 8320729629764914709, 5316034714138096657, 6202738436317492579, 5115005840019523930],[5495717967750146683, 7047164232460966331, 7977085556533459705, 9153427841806567986, 4175894894522472552, 8678554535182175893],[4656431395715728526, 8682364743000911406, 6147625782381586080, 7856139135285848407, 8661255631411510374, 7363981317176397235],[106189381584080756, 4501381668205128921, 1095348732011106399, 1687324136348855147, 4203262130458188492, 1260482597064213938]]"
values_56,2,"{4735358467941202243, 7837581757349320639","[[1101915506394249803, 4152465225118971526],[3603553449622036628, 7495143420415182144]]","[[6920341392340446942, 4369881471423980934],[6076139366061129929, 7743056871688676240]]"
values_63,3,"{3112578264924776576, 6819599922938868371, 3266920779906204287","[[2176254867377076139, 3499052076363831082, 2452594766794446832],[2193970445014182056, 8390721029575771512, 6266802507134481726],[3817706600105425714, 1271358200496712215, 4702772027912860737]]","[[1286943912720959964, 280591345288739856, 6411273917888431324],[377123493610448985, 2248127795015516417, 3496211895865263665],[5299189672465741421, 7408127522202079924, 4872794713770315411]]"
values_35,2,"{8396145208266396050, 6233657536466235006","[[1317243649393163817, 1086144334020961091],[2013696957678695617, 8054684479453132080]]","[[7139957133184177973, 3712356187965215540],[5795684320661684094, 4876522271832028007]]"
values_97,6,"{3861761536934243936, 1641943311560780594, 3657266499656054945, 6923775665039489899, 8553941208291098935, 4434959359395808207","[[2612432362161342296, 8394477820741346814, 7422985315826346065, 318276839656094470, 9210414148279382205, 699922822374291035],[6805386031299739071, 6883611531648772308, 4697179412649024250, 3237739809292703237, 8826729932134143810, 2890738366124178917],[2738175599090189559, 2123090401880860221, 6616831063151341838, 2940772541783879291, 9167984864349973301, 6089944583027800635],[4703429687630448745, 8694072596266613220, 2548758524300312713, 5026605477479061962, 5592314881282240277, 19277813759390482],[6145549787061197716, 2331385776642777173, 4208500466353966215, 5747069386561312384, 2677099792017899410, 4315948857735459333],[3673162326714176932, 8237743391721736744, 1287890897967928989, 780543187270599573, 8112673947208947944, 2836791034532943492]]","[[5309720393253578927, 6448018952834578131, 80950180622740521, 1450023571736402518, 2237770335021465047, 7932424026698249889],[1623022121329945791, 2502376202931243899, 6923235409016080663, 5998613091180193490, 5867674342553446768, 5890124798032142700],[5337822558341617108, 3102922312039415938, 1110386298396802702, 1181842357176861870, 1960620849394930837, 3680662469162289356],[5776905042359823196, 6062688890389339035, 1364925417509697399, 7385892751942222647, 1188887289976551215, 5567154198084426672],[7848416340593299419, 7561882713433806401, 5501333337613060859, 6107064709762934423, 2842767688115060282, 8320943974644795207],[1573488002212814427, 6943059299799638739, 549048770659873955, 7972954234774454541, 3537082605208751001, 7491373528425587899]]"
values_75,3,"{8641779383805581249, 1211519813844764219, 8678998235307300766","[[9065560961455442537, 6038637722967626447, 6523095638539187743],[373679457326425952, 1480390393312261077, 4763711616947635508],[1686310441702871305, 5001292116525557285, 4991745677512007781]]","[[7640241801337663650, 437364828552579022, 5643052069041647435],[8747848422788501864, 645600257309107762, 4897656013445907549],[1265226753946746561, 4289348446645234710, 3347824873770705092]]"
values_57,4,"{151918200032892117, 8607666269091591187, 3551912846053469257, 5788433299859696306","[[4055345725491865434, 6922590466611686899, 7656037019656501950, 6165390727510668462],[7684257661665585077, 705986744253244742, 8234540271413468579, 4176495581408228109],[4108358224102589570, 4317905013891395833, 5685763041937860005, 7705988183324402079],[3459382186145688593, 8677957156841221255, 9203806992605191760, 2819005564046813442]]","[[7478807909269392841, 7416447907511063064, 3259167511592801254, 5424382738612744528],[7801018804967432807, 2180726316051294900, 4160577850323066649, 6853979584208375447],[227107064855371658, 8881628633697960680, 6745772024469608585, 1139638081963195293],[7448056268564340906, 8648312636784412397, 2775388445059127182, 1460817527219772752]]"
values_88,6,"{3618692674713263258, 2755638939537191343, 1941860345194386498, 1959907054271819138, 6092499483071087537, 8446133597431755077","[[1644945756074350255, 3520610353569121353, 4635493255027916094, 7912690518770824041, 5518767942962222445, 3577398129018776522],[6894287606769213418, 1827622233765259348, 6037901903083317251, 4979903601023481802, 6810611267610672613, 7460093387134215803],[2722794333411637991, 2231123645089982608, 4770817552770214863, 7762093463492973416, 8388569227143241379, 2274684117258088115],[1004349694035286997, 1628990144844245789, 2026738356270708485, 3789058144283739594, 2819339889075259433, 6737654529397319447],[46432315868915092, 6396794361067089987, 4534329553114208737, 7366929388409031186, 3732026761159077904, 7585621727511549288],[2064754274137208599, 3095133890584594639, 4320444281121643281, 7457234176149975641, 8430425563593346430, 8232346054207310792]]","[[4332876154322495827, 9166260015135955083, 7207402037718906579, 6597434511486009609, 5249726409082090305, 7214548200444299390],[7018024158358210830, 6595401123109498954, 3498566022562221386, 8966643711526134995, 1811577235493697687, 595013034153331355],[8964914305480745699, 7869575637754937862, 8337080427078436055, 1989174772295772546, 5176774318005519271, 6439194266335907477],[1543421902695689631, 3443803008953190002, 8089329623468981773, 198299989544149517, 4977541891928743716, 4974510936784023829],[3263382252780285216, 7405438542735753717, 6679250174748379798, 2910845132817446793, 1349276390695107045, 3363823130755829545],[947216115179772744, 7313872199679296729, 8068516484177431836, 2047878492703798974, 406430386828035549, 8229842263925904652]]"
values_10,4,"{3872553055628780619, 8070634348773664032, 6696733426004003207, 4639005559149895832","[[8360152050626678837, 6941324955760029052, 6317736581418745860, 599782916020955057],[6980649420482858262, 3655598965840084452, 5186357957841518330, 2631987959222382045],[6238497013031919098, 5738202532711869833, 5539130888611370465, 8181235978269545467],[6479314565606452388, 5837699913572092981, 7431059368391395859, 8535709266597371580]]","[[5092560562776368881, 6470919722939323818, 5487144114464336467, 2890800389257532682],[5414602098780425683, 3100103891374270742, 6016075465749092966, 4724551937946297319],[5488434401532618927, 8105744928528827884, 381448430407622837, 3902333376708943464],[8106759942721905053, 3274453230020610460, 1843912534116560789, 4179519948198253369]]"
values_53,8,"{3250025912204997761, 1874814471405725927, 5749960145922849304, 1386291925609294803, 4325097396354376021, 4491014847035684015, 182455346915572394, 2097321782715084335","[[2309651607411718047, 5630393493541074001, 6907203778213042579, 572007037290018744, 3922656297286178993, 4328966982404980186, 7157359029789948478, 4949969625395976074],[7805917089198948208, 4353927909929870400, 7956112758790603320, 3145423615702549873, 2405550506004309207, 8065733590387266543, 1298527909630455019, 6485728916818306815],[1852709188839619253, 8562799777773951794, 7807960452415644140, 4049631890637749703, 3839776156271130873, 3980587158793712114, 5011938797961169156, 2941883304753512608],[8242802509569024197, 2127961661539375973, 4029901660967462202, 1140395919367231257, 3084470246421953565, 3471010660094747070, 4391448774833551738, 8327341647400623310],[5422896126839015840, 2991515752134124713, 4351702648145851774, 822283656489024978, 4037136969942923974, 8216272322289787867, 1185410114369833839, 279973363743900793],[5674260255798578590, 2599442871962188366, 380533355385081186, 4591198023691989958, 2128008080205657245, 7087375033271047310, 2675574153790900256, 8487001971460814120],[2215944421071013244, 3517559671677768040, 120898548364406585, 8460222733197043583, 2694053886861014646, 2022584573306219016, 8650826398956625431, 3314369782780649144],[1154077036609941731, 1823619510553528566, 4553368627668215567, 3527076558387398902, 1746277798676902364, 5637323727294917545, 3978369795031263859, 5903099076084589162]]","[[6627938718318357512, 2814947849417032024, 7827977918269391138, 4499727627959125797, 11433576224474288, 7878927851093729655, 7178079667161717687, 7019305348611898332],[6300547621342947020, 7616713846791701135, 7848525364051173890, 5992421531121954194, 4182502438782410738, 6990898000540371329, 6685049828928412450, 4700914597207797758],[3989620186142260468, 2555865389863301158, 5416708915241554470, 8847356356328789238, 9061353780926312878, 5548469514281253720, 2920992134600232833, 6655899055149307202],[3251343771124540241, 411560444468330531, 450583875247718571, 5707572384047452988, 8285576186365533425, 7693408265800594529, 7538322025713641437, 6042456050871178999],[1307815045119324563, 9189937189555142223, 4206171100671896523, 7356446069302604494, 1562246499154110850, 7684357887295409294, 2899103494469430969, 310025690398730021],[2801544486598628757, 236403126872514718, 1150577010294755894, 974449469828369391, 1536454853816056121, 4358886116000698822, 7975623367802411674, 8733828999448849872],[8449181791007385323, 8549098844129471574, 6709000360323861837, 1297878871823056687, 6229651974567360722, 4696665388977766887, 6962328056182523656, 370496721912662322],[5887186218527643687, 5797926001491354777, 6359489745480039835, 1797272216381289374, 6708661086752857597, 7727477341824732143, 3692029829547361332, 7482169433659367490]]"
values_8,2,"{3463795123608551450, 3755333576881574080","[[7346487634673428063, 5863248196355508732],[3691905992859128214, 3869163649302834304]]","[[1917975011004046702, 4949703822167254021],[6880751734929119127, 4364423205704878631]]"
values_39,2,"{8430848994604761039, 8171554206484498358","[[1415674485892867991, 9033182575932897614],[7532089616107869141, 1272162574509589237]]","[[435908893562352295, 8192598160429414760],[6365246008543787266, 362114586722149683]]"
values_47,8,"{8816378358865794582, 8965528328255847284, 8306837854309517383, 8842881143571042927, 4187963845516566345, 8424022941288572092, 5464292603087782702, 5425169377733094934","[[3322641076267822133, 1275208739270876045, 1376183974492304256, 485804562936335999, 631170678358606566, 4745165250524482794, 8406576795289406020, 5498778196007834248],[8886321769616745422, 5947330777431451931, 3854948417542698957, 8477072005065106108, 4590002968395891831, 8821401429855702908, 5939178311665255520, 9028178089209648920],[2784369458550402198, 3592416511257358065, 2410991845765526453, 6185348682329604718, 5435609324870599010, 6495402407307249110, 349125548290346762, 8387202704438948535],[7532739097281130362, 5516907645406038315, 5908938752249523551, 6636973446062593541, 3279336470203650681, 3425025411943325474, 1423990803652210647, 5998165719750241966],[2720761460339725616, 8907005529247747597, 2404570392097713414, 1149020675047409765, 517309528293610095, 2288678483636341368, 5163832249028958335, 1075485091129224152],[4644656699523604646, 734592630414775299, 2790529063904578318, 9060805366559947968, 4566900190026049214, 1732631305521225805, 571087249154618592, 8371468258132474206],[5087558718445564271, 2106682497134289687, 563985346603120295, 1486630093055091396, 9111629586832346709, 6010309714131910675, 7425727445558357686, 3962857827674257052],[6089325547544864175, 997339404857187868, 4646620826554746445, 4624431865304296250, 3293516940140861671, 1583274284388900879, 7477336880447679816, 5677397372228441024]]","[[6234697675505376054, 2641350135582080313, 6295601129097115665, 5627914615864372378, 7001139255234211144, 7342085960300038815, 7195534920727776309, 6526292982908490879],[2561306915102660487, 4299408574032156597, 3814816434844248624, 2447517029725535419, 6802730072563091662, 3978085633969379583, 6377376463101362615, 8220682900567478119],[694260026816373011, 2905232385500007720, 8412961630016116808, 6739035100513170142, 4174710966713120643, 1791606472226383228, 3320928213572363769, 2602440229372128311],[5008279838612281113, 3420215968863718634, 9158308099964212912, 2482237647496890434, 1976873102549264066, 4672811845810471849, 5734472545446745136, 440421783633918906],[1073771879519235801, 3723124130288287738, 5540320693275733431, 321713405508819097, 3727758937573642216, 91699081501235372, 8647016060873878646, 902885491822233147],[8871519276699729833, 8105191752032836260, 5030182902957621649, 7728745720489688524, 4582296963905889748, 6906646365162941777, 8459067792172776612, 6991433782445704271],[8192398212148888233, 3152107100264993495, 6401017019053170114, 1869494067486724371, 6024053603155498232, 4161601551883824982, 973714558476149934, 1330819307866242240],[8408269676963543589, 518869686239537117, 2806754415117726606, 5818078129081289647, 6530119512999768219, 5123178515626451859, 5461298989025398751, 8093374466019123288]]"
values_60,2,"{992492265566919198, 8840399322692550992","[[2552109811661994322, 3825542937669485025],[7364030240888301695, 6862591574081202251]]","[[9193338648136450615, 2412589904559505906],[2940261742462089233, 1145749704727067201]]"
values_89,4,"{5875172465326132417, 106494111704506976, 8719826767905445685, 8127369316674546340","[[2604169668702612392, 1596515801214337667, 3302888154558298052, 2861390418763759204],[5957615539305039681, 2339501645639032644, 5363781175868775306, 3178243524981667897],[3273458853262554478, 7258447948560101314, 5913076994941196156, 7136009767431708224],[4363658047235675732, 1140066505039634304, 5364527990521925702, 5163187545673949851]]","[[4541851035251578140, 8923267982032982629, 1506493537894391571, 3055350101697530886],[1827206983070414308, 1852358709557776863, 445138270394377212, 8980008388302482109],[8831690391720700477, 1241811046922377912, 1544313920522104809, 6566803498001044191],[2307637818865681429, 3649305433536575330, 871135870321093073, 5697425338762088472]]"
values_51,4,"{5231036671768265554, 2134224230565857218, 2803787745463510796, 75806964956063694","[[6317307058267863640, 7477459307892443949, 1728264224430004827, 2204820647994738100],[5319042216683306739, 8537916091366548742, 2713416597093646920, 3511886371811842336],[7895958779818589748, 3295329912191331489, 8502297636116247260, 907153075029981908],[6492362836968996436, 741626645919122570, 4748260769073285355, 3957068604446561117]]","[[4325389720483143530, 8000884210591916286, 4062148276063103983, 883951566137708471],[7681714801692349440, 9174112323630637750, 5267153776291192997, 6897363879763234096],[3176153877245180794, 3263108031534507784, 754738975292636800, 2657245745170580460],[7926643683475809469, 5658241148343684272, 853010658266834674, 7181072288315215226]]"
values_14,8,"{5178037852195452000, 9201660287933326155, 3774537110034362523, 2046842881483942264, 6270226063093500302, 4551637166108193508, 9059300854040933598, 1454719952698467364","[[7685171972832372944, 2753502588768702313, 8733642943544275312, 7016683662863429860, 6653208304841329458, 4946170370544608775, 1354224468052043605, 144026591294890690],[3333002999639149078, 3651011658736740736, 4667469912339236760, 7262657122799245833, 3973730455900055614, 8680577440120692872, 5140974383389146469, 3530188209558104566],[1046760048773064012, 2418612620510084032, 3949966218509154055, 7015194226065578330, 8866724917561469653, 2082730464619600037, 8008879073253949046, 5827162965069248797],[764581577032998844, 4714564617932584623, 7481817362265589258, 2664109805586807527, 6463441244087334527, 2360196163454872756, 4127496875960336802, 1953206459346718153],[6368819598027122259, 5886197206155618776, 5603765525278327911, 8458758568916033138, 1031817109860314318, 1231014675553131693, 5516494561415946408, 5415818987827099743],[5757175997958046025, 3935636042087086872, 435173559127519832, 5163154446153074301, 7881513032829830714, 2908203323653632531, 7918692672290247277, 2388678238681973261],[3043982396910083128, 3745824897937091291, 5101629605077656324, 6799958950605928141, 5744604509919585722, 1559929519885712408, 6717545247662020931, 672891627579019444],[8257582265980291183, 1663147163217402261, 6610982208060877188, 2708107413186977917, 4664168104400534475, 2306711402221861567, 8144263598160926076, 8683657326130918533]]","[[6480788922481916757, 9177276717389352196, 991858153050278183, 5660971923337512425, 6670038384170871083, 5241964443673794042, 1157930570826557910, 6600216191181482779],[1475685479738068743, 4639124802803323802, 2884432635106909995, 9156033586200593266, 6660484439812939588, 62410119418404876, 3610095339879812810, 7505820953381217842],[9220998206925869331, 3771811911021910044, 7958295833273541847, 5965402152552762542, 4544301827778268864, 6582245037776543658, 1311699213806842708, 5379105520976807562],[2239078477915919480, 5988745580027852174, 2981805513063760915, 5978575139053442052, 4900485335300830583, 7957838319992660210, 5724600107190883026, 2270956167601930102],[5982367053587925038, 8873793323907698596, 4273351131012477504, 8097215627110558013, 5702639385518051973, 5486764689611934798, 8245253807589148672, 7128311020885903949],[3271272898255066710, 8037952982205949687, 2363460949922271239, 8283644056371947851, 3387021468988361584, 6576748419957489531, 5159717415858059423, 203450699026869282],[8499655214970983067, 2434786534857007403, 7836900956806818408, 8603712432495286585, 8397516307811191244, 6097586831071516184, 3139845763400205183, 1820400938452597533],[5265250561125946200, 7127687840743529014, 7375829362106065544, 7537896795389689159, 849291820805011803, 6082084511047040872, 7605216858066976249, 3142431213736737328]]"
values_28,8,"{456893828178281659, 8540940424072993597, 3916883056821674361, 5218404488407690842, 2415838347542741406, 4686367176289396469, 6718192260070686711, 4572676009788524596","[[8857334382310354535, 2208134745834506288, 1273479736331045700, 4992840860939016008, 5425430399560248449, 8944841849820515543, 4937350074819225956, 1344517294101459877],[4854132588322620162, 9020390482105224811, 2720816893736167132, 4862510539838672281, 6888554202556865159, 7557745207216518686, 3193098476465843272, 1844894644588050454],[1218445702817105388, 4525922441436251826, 1234740575187506110, 2713005124698308488, 404142451431645714, 3102825057239761720, 7822447759225436099, 7062148039038013560],[3746127857284952250, 5146158418931685227, 4354979705819406607, 8875974395679730205, 453755272053877193, 6008017893737762904, 174777075983165521, 6879720065919183406],[3308227400866529975, 3849725672263884608, 1177147277344798321, 8040237982258383752, 4244292842535352025, 2203258709522306582, 287110976126201305, 4930562492412395672],[4903741048566830408, 4310417539265750942, 7795190952076892642, 1223336323218513464, 8860228179178214684, 3294922279187009063, 7109792891955321289, 1773532745575632425],[3135084355066636741, 57912456052567572, 7543256097031267415, 7679256947939713809, 7779641675319903417, 4494813897466295931, 1912402441155340598, 3460180922545971859],[2476005243127123470, 1273021352127225516, 6186220583335493811, 1308408601382027456, 5832336945986427075, 8925430568271907886, 4860222696577631820, 832695746954731682]]","[[8830193634885877631, 5122642302478363120, 8569801415185084295, 5395109463092615216, 4118865103048503976, 1450507069720189210, 3397446094362514934, 3806473581434909534],[3822881063761366623, 6525551572246147225, 189946468506250214, 1428260021202841573, 6398709811780682987, 5035377040673836077, 8866985945196215453, 4352495118944011551],[2766717154402510493, 6478786335372561884, 8770448368818107792, 6242346370814936617, 8641011044368526230, 4732094899249664984, 6002293751126250507, 8372277180770904708],[1083286865636944261, 1541053275133755625, 5605086717914555626, 402823337292555577, 4391944351262999929, 7967466321661455153, 7418709643773627878, 8910482442380374112],[4765379571695339799, 1745819477577708488, 7048550950285317579, 7246384350599569784, 2152426650101110530, 7248309929349042479, 1742416492545735982, 9151859525579769495],[4160038139513101792, 3699587988113431390, 4703890449607691594, 8232254053565084503, 3484630475923523150, 3892639959694561183, 3110753131071067431, 7574183602158937067],[4985395154993949727, 5274174318874944518, 6008894544966516441, 4387050897307950242, 3907365053053022274, 1091621409322175954, 83787256059493678, 2690226329168434575],[7174337069370216603, 5180621035500669200, 450028104969001053, 3212330692359535952, 6420474770552567626, 5227969002524071047, 7252482017274705565, 6403218314612192361]]"
values_16,2,"{247093868165707602, 53395652143862236","[[4604234820367047132, 96980971699222317],[2547143152380898036, 4240152078169574734]]","[[2262322989444566552, 5583979062019527706],[7039317349300054734, 7271829609920266882]]"
values_34,8,"{2585411949739568414, 7604528594182703565, 8104350817429546921, 2033225272269413602, 3457027228609332159, 4448220536670749577, 1320118553710280980, 5427852167931884103","[[9198225310208361106, 8815433922571029273, 753169193008254591, 7565375844446600318, 8936390670514728329, 7918243098969533693, 353150796040110162, 8568379093195156764],[711474104821689261, 9015218686281943850, 138273441912927586, 7470551981940020327, 2443006615644019984, 1146463809191746916, 4466921389568859167, 7406086407275774565],[7280418235677523575, 3698290220392817308, 1391080457938347380, 6880999418475183168, 2057924002640782950, 2997123090419458149, 1478037742019325872, 2278580705567524101],[1854963024478221789, 3927615478101214413, 2704232441705538567, 2963908654925843354, 6027505022903740722, 5808151139558511518, 1477354609658309387, 2736916719467936532],[6087425731900278719, 8214359137811817162, 5816307409785469619, 3328132593984508488, 6326929655000440332, 2253883146476037976, 187051569910662005, 872015520605671170],[1548400242156658026, 3285349226602899841, 1285495977463495835, 4497727936332906077, 5346591451271484115, 6004770509742040812, 6864425500972148866, 1879702490500759262],[3295858588832472616, 1418982268417310666, 725766326814270594, 4980721000654542184, 3476602603957725630, 7243433595861776358, 7326619202403158465, 1457334423131407406],[3163039884064965184, 7685009214666959620, 5803369211266610440, 7499641602862911692, 14432761891344536, 8646000811174939580, 5238493583015252817, 6401654869847699720]]","[[8210427329542903511, 7693234529753052459, 5815805761130571110, 6477259632174078975, 2815809325990065920, 8126524487490370489, 6168492788566967133, 4908984947697550009],[7158923397802269746, 7721400952189370259, 4363486935655088932, 3556183419057995710, 8308406096589091197, 7007122118923168686, 7775287921468187027, 6095441422001679333],[2505955910532401349, 5799389295426463861, 7356453766089261584, 2430962103526874489, 9161325911846345320, 6378610753560182953, 6500455851537999271, 7058783361873203408],[7358006077872623470, 4503935589684481457, 2958292786398972145, 150726557718268645, 8901623062634635043, 1734392030147270556, 8832564955745383314, 3341114025672514723],[1089079269136006150, 7048577131695092168, 5336311584030563415, 2226243358531268003, 5348167733012394471, 4665109242584983242, 8533304209382639543, 1498722968441590239],[5659570785735453679, 272824939894942749, 6033966961108624948, 4990669600696130897, 2783717003436278308, 3155410265147547954, 9150760809380562636, 3719389338937255393],[6591930290238144186, 7620918359145410515, 6759303938336330557, 7347083257949929363, 2724047985445996500, 2715555657118263280, 4015746429162488641, 3998528582877349898],[2007197621769830079, 7233611361314933017, 4494703874386816589, 2964044752758058052, 5365251058587739485, 6773857586091490514, 7135546089676371657, 4277746544095230936]]"
values_82,4,"{2161424527485432691, 2798019877158054805, 7685020026391725748, 7230883080264762361","[[5821461988942198374, 6249434682835591451, 1760274260266087276, 7620287713819067583],[3342788464566850114, 9082667763019067473, 4426834194218771945, 7108295322276334723],[9042040995170073407, 4428441569125560054, 5329921166479559027, 7555950460630865375],[2843513992527872263, 345457713569678803, 6519257745707687691, 6090314027876436768]]","[[6408858862444607769, 905563062690271047, 7966132870067553896, 1541730243983198603],[51204384382905374, 7821418735386353897, 927145267421617222, 5067494548569527099],[4769833566131157538, 5168418872667904371, 3613158541814098893, 3275755654542197185],[3295834705537054356, 6633520691610229780, 2509039319104832302, 1067298387241471330]]"
values_46,2,"{5962970529986289139, 3255104278921462259","[[6032325799482657714, 1490111752932128650],[8250996393015279238, 2187027491241757881]]","[[873352418999356448, 826178074385214262],[355845907196699050, 5087776531752418937]]"
values_27,2,"{8809859984717130317, 863606467557232266","[[3316082464393953234, 5225582309193437584],[8310410156290254216, 6086231804294362591]]","[[4730192568841150276, 5386736313269951252],[8878815081951559606, 6814261236423918775]]"
values_20,3,"{5155238919518795614, 1191283495617579145, 8021049594711958606","[[5307309043670967135, 4591062343760827056, 7391219077171676908],[8551813141875067446, 2419361846636843487, 4739405362571266989],[5027121714613734896, 4756972352673665716, 5078294852094135942]]","[[1119326092147736610, 292631888511843103, 3803443131791154883],[6351925387206127051, 7775473813760676312, 4227887774580973645],[7945377507842378550, 5058905464763044923, 7977047298787337254]]"
values_9,6,"{905805574886336120, 154893192593598428, 7393107298382565714, 6596984172383940331, 5767988690907569072, 1525461221700733873","[[2624092959472640756, 1409716279989221566, 4778079537292736441, 7151691719153241268, 1239727674848597613, 2982266976100578121],[9048755551234292264, 4987097976402016782, 7128069936934342892, 5894436209140197389, 1461783925401945527, 3855983146248211226],[5363384164805267171, 2885396792506415138, 8375224412625061649, 4247340016567916007, 6896841033223809899, 7815530277532381286],[5059155832266596771, 7054398935654561276, 1266299474440577000, 6043984978978925670, 6011761615107853428, 3218722770979282693],[8715652321946337845, 8739323457699943902, 7448120586330216457, 943033648526227443, 7854878196617886118, 3293946996735951429],[3919625723171787894, 7990672893453733557, 2624174124936031222, 3228207173026041583, 254888047231379980, 3883729581806395298]]","[[4187151165970689090, 7602674789075266155, 879019636025719158, 2823098728019157368, 4088953683239150137, 8806199929341640982],[4893623860970617826, 7173162889735547420, 250023329385012532, 5032752871609013635, 5633293187235602768, 6554573644291488126],[2465038646625575399, 6172747791532094019, 6390342547134496972, 8700818110595088241, 4082303194933046553, 4517433737880940852],[8968322089521543105, 4596376191929808530, 7485257068920874004, 8418714224586854936, 4917783245604963893, 2595359321536673302],[9136000293290122695, 2959135993378975583, 433814799163037716, 7446725144400377637, 3862155114069677034, 2683764871938502136],[4477179702952737705, 2441868369938163211, 595766601466775436, 8155404719227050356, 7409643417898081959, 8282592397337587601]]"
values_92,6,"{5392014607084771958, 305843166380697380, 5337508236051342440, 188997071968518912, 5621262063408160732, 8807454989030903212","[[1477377887741276667, 1659921135570353880, 6489527783606498196, 782212901997298469, 4110593434553867275, 3089868220711289757],[2325963485697129259, 4216830592705536411, 8307987222703147429, 6472988622552438690, 673450283383997707, 9220570025008849823],[1632403146881175324, 9072193992854229990, 4743488259147376453, 3872307847590649972, 5566496810764085251, 2629634957110886970],[6670332523160891538, 3930129137295697014, 5953762537455132861, 7149102605528265625, 5974867166163096621, 3406728456592636293],[1838375172729682786, 3343418156291436360, 2736566709832831614, 1864940154775555909, 7967267393344716497, 8371549429299686908],[2653340678299058122, 336628839535614415, 2695720712195532960, 1450324993530841457, 6446747230277041577, 5077647180311358646]]","[[8088710636668574523, 446162625587357366, 7315757461318254730, 1700775487923730431, 6221035052885740572, 29959259992606603],[1328116889820047474, 5771696467856020273, 8383304516759247298, 3883112827179008818, 7709766880774499418, 6498844778427188717],[4745593447089032241, 817867309282867568, 7157060219065345710, 2990132742997491292, 9096353060319362291, 3839680535256311412],[90274834979617272, 6938943061158037047, 983945856272099746, 7686002981260596532, 6929743388719041163, 7257662183755075376],[2077050660392832938, 800385538701531245, 8535868009560760198, 393168623104763458, 1458316329811974450, 179420859907257306],[9192531654504627105, 1702742772350396391, 8245165628933074955, 7753738531266565024, 6035228626160951405, 4469166325829550323]]"
values_3,3,"{2293727104262090279, 5290126938081591980, 6307532254390801900","[[7513750720865074799, 8790772950068992732, 2383299009091601115],[1740705930810294084, 2183015717475846714, 3671431496671574440],[2004172163850355967, 2493375438455215844, 3230398664307420902]]","[[3469307574186934460, 4424615985736779525, 9152431815250658200],[3426898202651633404, 5241404244354266598, 6596306620453877380],[7200494032144948312, 3490052444869342493, 8011695105315445945]]"
